DEPARTAMENTO,PROVINCIA,MES,n
ANCASH,SIHUAS,1,1
ANCASH,SIHUAS,5,29
ANCASH,SIHUAS,6,24
ANCASH,SIHUAS,7,25
ANCASH,SIHUAS,8,46
ANCASH,SIHUAS,9,42
ANCASH,SIHUAS,10,40
ANCASH,SIHUAS,11,31
ANCASH,SIHUAS,12,13
ANCASH,YUNGAY,1,11
ANCASH,YUNGAY,4,3
ANCASH,YUNGAY,5,18
ANCASH,YUNGAY,6,26
ANCASH,YUNGAY,7,55
ANCASH,YUNGAY,8,115
ANCASH,YUNGAY,9,63
ANCASH,YUNGAY,10,86
ANCASH,YUNGAY,11,41
ANCASH,YUNGAY,12,25
APURIMAC,ABANCAY,1,410
APURIMAC,ABANCAY,4,108
APURIMAC,ABANCAY,5,72
APURIMAC,ABANCAY,6,134
APURIMAC,ABANCAY,7,240
APURIMAC,ABANCAY,8,1126
APURIMAC,ABANCAY,9,1108
APURIMAC,ABANCAY,10,567
APURIMAC,ABANCAY,11,332
APURIMAC,ABANCAY,12,581
APURIMAC,ANDAHUAYLAS,1,198
APURIMAC,ANDAHUAYLAS,4,43
APURIMAC,ANDAHUAYLAS,5,25
APURIMAC,ANDAHUAYLAS,6,83
APURIMAC,ANDAHUAYLAS,7,102
APURIMAC,ANDAHUAYLAS,8,468
APURIMAC,ANDAHUAYLAS,9,398
APURIMAC,ANDAHUAYLAS,10,182
APURIMAC,ANDAHUAYLAS,11,219
APURIMAC,ANDAHUAYLAS,12,300
APURIMAC,ANTABAMBA,1,36
APURIMAC,ANTABAMBA,5,2
APURIMAC,ANTABAMBA,6,11
APURIMAC,ANTABAMBA,7,4
APURIMAC,ANTABAMBA,8,17
APURIMAC,ANTABAMBA,9,24
APURIMAC,ANTABAMBA,10,35
APURIMAC,ANTABAMBA,11,9
APURIMAC,ANTABAMBA,12,8
APURIMAC,AYMARAES,1,26
APURIMAC,AYMARAES,4,1
APURIMAC,AYMARAES,5,6
APURIMAC,AYMARAES,6,20
APURIMAC,AYMARAES,7,13
APURIMAC,AYMARAES,8,62
APURIMAC,AYMARAES,9,94
APURIMAC,AYMARAES,10,35
APURIMAC,AYMARAES,11,47
APURIMAC,AYMARAES,12,22
APURIMAC,CHINCHEROS,1,18
APURIMAC,CHINCHEROS,4,1
APURIMAC,CHINCHEROS,5,12
APURIMAC,CHINCHEROS,6,46
APURIMAC,CHINCHEROS,7,16
APURIMAC,CHINCHEROS,8,108
APURIMAC,CHINCHEROS,9,47
APURIMAC,CHINCHEROS,10,40
APURIMAC,CHINCHEROS,11,41
APURIMAC,CHINCHEROS,12,38
APURIMAC,COTABAMBAS,1,21
APURIMAC,COTABAMBAS,4,1
APURIMAC,COTABAMBAS,5,9
APURIMAC,COTABAMBAS,6,19
APURIMAC,COTABAMBAS,7,34
APURIMAC,COTABAMBAS,8,227
APURIMAC,COTABAMBAS,9,136
APURIMAC,COTABAMBAS,10,96
APURIMAC,COTABAMBAS,11,36
APURIMAC,COTABAMBAS,12,52
APURIMAC,EN INVESTIGACIÓN,1,4
APURIMAC,EN INVESTIGACIÓN,5,1
APURIMAC,EN INVESTIGACIÓN,6,4
APURIMAC,EN INVESTIGACIÓN,7,6
APURIMAC,EN INVESTIGACIÓN,8,21
APURIMAC,EN INVESTIGACIÓN,9,45
APURIMAC,EN INVESTIGACIÓN,10,7
APURIMAC,EN INVESTIGACIÓN,11,2
APURIMAC,EN INVESTIGACIÓN,12,5
APURIMAC,GRAU,1,30
APURIMAC,GRAU,4,2
APURIMAC,GRAU,5,3
APURIMAC,GRAU,6,15
APURIMAC,GRAU,7,2
APURIMAC,GRAU,8,29
APURIMAC,GRAU,9,30
APURIMAC,GRAU,10,7
APURIMAC,GRAU,11,4
APURIMAC,GRAU,12,35
AREQUIPA,AREQUIPA,1,1031
AREQUIPA,AREQUIPA,3,29
AREQUIPA,AREQUIPA,4,711
AREQUIPA,AREQUIPA,5,2573
AREQUIPA,AREQUIPA,6,3185
AREQUIPA,AREQUIPA,7,7161
AREQUIPA,AREQUIPA,8,16485
AREQUIPA,AREQUIPA,9,6998
AREQUIPA,AREQUIPA,10,2015
AREQUIPA,AREQUIPA,11,1022
AREQUIPA,AREQUIPA,12,1446
AREQUIPA,CAMANA,1,92
AREQUIPA,CAMANA,4,11
AREQUIPA,CAMANA,5,27
AREQUIPA,CAMANA,6,56
AREQUIPA,CAMANA,7,109
AREQUIPA,CAMANA,8,392
AREQUIPA,CAMANA,9,218
AREQUIPA,CAMANA,10,81
AREQUIPA,CAMANA,11,143
AREQUIPA,CAMANA,12,158
AREQUIPA,CARAVELI,1,12
AREQUIPA,CARAVELI,3,1
AREQUIPA,CARAVELI,4,9
AREQUIPA,CARAVELI,5,121
AREQUIPA,CARAVELI,6,69
AREQUIPA,CARAVELI,7,51
AREQUIPA,CARAVELI,8,144
AREQUIPA,CARAVELI,9,156
AREQUIPA,CARAVELI,10,111
AREQUIPA,CARAVELI,11,52
AREQUIPA,CARAVELI,12,49
AREQUIPA,CASTILLA,1,19
AREQUIPA,CASTILLA,4,3
AREQUIPA,CASTILLA,5,16
AREQUIPA,CASTILLA,6,32
AREQUIPA,CASTILLA,7,66
AREQUIPA,CASTILLA,8,153
AREQUIPA,CASTILLA,9,134
AREQUIPA,CASTILLA,10,64
AREQUIPA,CASTILLA,11,53
AREQUIPA,CASTILLA,12,39
AREQUIPA,CAYLLOMA,1,15
AREQUIPA,CAYLLOMA,4,24
AREQUIPA,CAYLLOMA,5,45
AREQUIPA,CAYLLOMA,6,93
AREQUIPA,CAYLLOMA,7,332
AREQUIPA,CAYLLOMA,8,667
AREQUIPA,CAYLLOMA,9,378
AREQUIPA,CAYLLOMA,10,104
AREQUIPA,CAYLLOMA,11,71
AREQUIPA,CAYLLOMA,12,77
AREQUIPA,CONDESUYOS,1,24
AREQUIPA,CONDESUYOS,5,2
AREQUIPA,CONDESUYOS,6,4
AREQUIPA,CONDESUYOS,7,17
AREQUIPA,CONDESUYOS,8,48
AREQUIPA,CONDESUYOS,9,31
AREQUIPA,CONDESUYOS,10,99
AREQUIPA,CONDESUYOS,11,38
AREQUIPA,CONDESUYOS,12,31
AREQUIPA,EN INVESTIGACIÓN,1,5
AREQUIPA,EN INVESTIGACIÓN,4,1
AREQUIPA,EN INVESTIGACIÓN,5,12
AREQUIPA,EN INVESTIGACIÓN,6,30
AREQUIPA,EN INVESTIGACIÓN,7,39
AREQUIPA,EN INVESTIGACIÓN,8,150
AREQUIPA,EN INVESTIGACIÓN,9,136
AREQUIPA,EN INVESTIGACIÓN,10,35
AREQUIPA,EN INVESTIGACIÓN,11,20
AREQUIPA,EN INVESTIGACIÓN,12,12
AREQUIPA,ISLAY,1,62
AREQUIPA,ISLAY,4,44
AREQUIPA,ISLAY,5,62
AREQUIPA,ISLAY,6,74
AREQUIPA,ISLAY,7,288
AREQUIPA,ISLAY,8,803
AREQUIPA,ISLAY,9,381
AREQUIPA,ISLAY,10,52
AREQUIPA,ISLAY,11,39
AREQUIPA,ISLAY,12,37
AREQUIPA,LA UNION,5,5
AREQUIPA,LA UNION,6,3
AREQUIPA,LA UNION,7,10
AREQUIPA,LA UNION,8,21
AREQUIPA,LA UNION,9,13
AREQUIPA,LA UNION,10,3
AREQUIPA,LA UNION,12,3
AYACUCHO,CANGALLO,1,7
AYACUCHO,CANGALLO,4,2
AYACUCHO,CANGALLO,5,6
AYACUCHO,CANGALLO,6,22
AYACUCHO,CANGALLO,7,32
AYACUCHO,CANGALLO,8,48
AYACUCHO,CANGALLO,9,67
AYACUCHO,CANGALLO,10,24
AYACUCHO,CANGALLO,11,17
AYACUCHO,CANGALLO,12,9
AYACUCHO,EN INVESTIGACIÓN,1,9
AYACUCHO,EN INVESTIGACIÓN,5,8
AYACUCHO,EN INVESTIGACIÓN,6,8
AYACUCHO,EN INVESTIGACIÓN,7,12
AYACUCHO,EN INVESTIGACIÓN,8,32
AYACUCHO,EN INVESTIGACIÓN,9,44
AYACUCHO,EN INVESTIGACIÓN,10,30
AYACUCHO,EN INVESTIGACIÓN,11,6
AYACUCHO,EN INVESTIGACIÓN,12,14
AYACUCHO,HUAMANGA,1,317
AYACUCHO,HUAMANGA,3,1
AYACUCHO,HUAMANGA,4,110
AYACUCHO,HUAMANGA,5,518
AYACUCHO,HUAMANGA,6,839
AYACUCHO,HUAMANGA,7,1929
AYACUCHO,HUAMANGA,8,3121
AYACUCHO,HUAMANGA,9,1860
AYACUCHO,HUAMANGA,10,743
AYACUCHO,HUAMANGA,11,491
AYACUCHO,HUAMANGA,12,384
AYACUCHO,HUANCA SANCOS,1,1
AYACUCHO,HUANCA SANCOS,5,1
AYACUCHO,HUANCA SANCOS,6,7
AYACUCHO,HUANCA SANCOS,7,1
AYACUCHO,HUANCA SANCOS,8,31
AYACUCHO,HUANCA SANCOS,9,15
AYACUCHO,HUANCA SANCOS,10,11
AYACUCHO,HUANCA SANCOS,11,4
AYACUCHO,HUANCA SANCOS,12,7
AYACUCHO,HUANTA,1,18
AYACUCHO,HUANTA,4,8
AYACUCHO,HUANTA,5,32
AYACUCHO,HUANTA,6,33
AYACUCHO,HUANTA,7,207
AYACUCHO,HUANTA,8,609
AYACUCHO,HUANTA,9,477
AYACUCHO,HUANTA,10,398
AYACUCHO,HUANTA,11,149
AYACUCHO,HUANTA,12,41
AYACUCHO,LA MAR,1,31
AYACUCHO,LA MAR,5,39
AYACUCHO,LA MAR,6,38
AYACUCHO,LA MAR,7,51
AYACUCHO,LA MAR,8,229
AYACUCHO,LA MAR,9,203
AYACUCHO,LA MAR,10,186
AYACUCHO,LA MAR,11,87
AYACUCHO,LA MAR,12,105
AYACUCHO,LUCANAS,1,18
AYACUCHO,LUCANAS,4,19
AYACUCHO,LUCANAS,5,26
AYACUCHO,LUCANAS,6,37
AYACUCHO,LUCANAS,7,68
AYACUCHO,LUCANAS,8,237
AYACUCHO,LUCANAS,9,186
AYACUCHO,LUCANAS,10,66
AYACUCHO,LUCANAS,11,53
AYACUCHO,LUCANAS,12,60
AYACUCHO,PARINACOCHAS,1,9
AYACUCHO,PARINACOCHAS,4,7
AYACUCHO,PARINACOCHAS,5,35
AYACUCHO,PARINACOCHAS,6,43
AYACUCHO,PARINACOCHAS,7,23
AYACUCHO,PARINACOCHAS,8,159
AYACUCHO,PARINACOCHAS,9,151
AYACUCHO,PARINACOCHAS,10,213
AYACUCHO,PARINACOCHAS,11,82
AYACUCHO,PARINACOCHAS,12,49
AYACUCHO,PAUCAR DEL SARA SARA,5,7
AYACUCHO,PAUCAR DEL SARA SARA,7,6
AYACUCHO,PAUCAR DEL SARA SARA,8,26
AYACUCHO,PAUCAR DEL SARA SARA,9,24
AYACUCHO,PAUCAR DEL SARA SARA,10,55
AYACUCHO,PAUCAR DEL SARA SARA,11,16
AYACUCHO,PAUCAR DEL SARA SARA,12,37
AYACUCHO,SUCRE,5,1
AYACUCHO,SUCRE,6,1
AYACUCHO,SUCRE,7,4
AYACUCHO,SUCRE,8,14
AYACUCHO,SUCRE,9,4
AYACUCHO,SUCRE,10,7
AYACUCHO,SUCRE,11,2
AYACUCHO,SUCRE,12,3
AYACUCHO,VICTOR FAJARDO,4,4
AYACUCHO,VICTOR FAJARDO,5,21
AYACUCHO,VICTOR FAJARDO,6,9
AYACUCHO,VICTOR FAJARDO,7,10
AYACUCHO,VICTOR FAJARDO,8,56
AYACUCHO,VICTOR FAJARDO,9,49
AYACUCHO,VICTOR FAJARDO,10,17
AYACUCHO,VICTOR FAJARDO,11,23
AYACUCHO,VICTOR FAJARDO,12,3
AYACUCHO,VILCAS HUAMAN,4,1
AYACUCHO,VILCAS HUAMAN,5,4
AYACUCHO,VILCAS HUAMAN,6,15
AYACUCHO,VILCAS HUAMAN,7,5
AYACUCHO,VILCAS HUAMAN,8,16
AYACUCHO,VILCAS HUAMAN,9,24
AYACUCHO,VILCAS HUAMAN,10,14
AYACUCHO,VILCAS HUAMAN,11,7
AYACUCHO,VILCAS HUAMAN,12,6
CAJAMARCA,CAJABAMBA,1,14
CAJAMARCA,CAJABAMBA,4,2
CAJAMARCA,CAJABAMBA,5,5
CAJAMARCA,CAJABAMBA,6,49
CAJAMARCA,CAJABAMBA,7,80
CAJAMARCA,CAJABAMBA,8,156
CAJAMARCA,CAJABAMBA,9,118
CAJAMARCA,CAJABAMBA,10,123
CAJAMARCA,CAJABAMBA,11,55
CAJAMARCA,CAJABAMBA,12,49
CAJAMARCA,CAJAMARCA,1,356
CAJAMARCA,CAJAMARCA,3,1
CAJAMARCA,CAJAMARCA,4,110
CAJAMARCA,CAJAMARCA,5,193
CAJAMARCA,CAJAMARCA,6,459
CAJAMARCA,CAJAMARCA,7,1814
CAJAMARCA,CAJAMARCA,8,3381
CAJAMARCA,CAJAMARCA,9,1600
CAJAMARCA,CAJAMARCA,10,448
CAJAMARCA,CAJAMARCA,11,359
CAJAMARCA,CAJAMARCA,12,311
CAJAMARCA,CELENDIN,1,40
CAJAMARCA,CELENDIN,4,6
CAJAMARCA,CELENDIN,5,31
CAJAMARCA,CELENDIN,6,26
CAJAMARCA,CELENDIN,7,72
CAJAMARCA,CELENDIN,8,87
CAJAMARCA,CELENDIN,9,110
CAJAMARCA,CELENDIN,10,25
CAJAMARCA,CELENDIN,11,26
CAJAMARCA,CELENDIN,12,30
CAJAMARCA,CHOTA,1,59
CAJAMARCA,CHOTA,4,28
CAJAMARCA,CHOTA,5,15
CAJAMARCA,CHOTA,6,73
CAJAMARCA,CHOTA,7,90
CAJAMARCA,CHOTA,8,312
CAJAMARCA,CHOTA,9,188
CAJAMARCA,CHOTA,10,125
CAJAMARCA,CHOTA,11,87
CAJAMARCA,CHOTA,12,86
CAJAMARCA,CONTUMAZA,1,5
CAJAMARCA,CONTUMAZA,4,4
CAJAMARCA,CONTUMAZA,5,9
CAJAMARCA,CONTUMAZA,6,19
CAJAMARCA,CONTUMAZA,7,27
CAJAMARCA,CONTUMAZA,8,93
CAJAMARCA,CONTUMAZA,9,29
CAJAMARCA,CONTUMAZA,10,21
CAJAMARCA,CONTUMAZA,11,8
CAJAMARCA,CONTUMAZA,12,13
CAJAMARCA,CUTERVO,1,57
CAJAMARCA,CUTERVO,4,3
CAJAMARCA,CUTERVO,5,12
CAJAMARCA,CUTERVO,6,74
CAJAMARCA,CUTERVO,7,58
CAJAMARCA,CUTERVO,8,210
CAJAMARCA,CUTERVO,9,155
CAJAMARCA,CUTERVO,10,136
CAJAMARCA,CUTERVO,11,106
CAJAMARCA,CUTERVO,12,121
CAJAMARCA,EN INVESTIGACIÓN,1,3
CAJAMARCA,EN INVESTIGACIÓN,4,4
CAJAMARCA,EN INVESTIGACIÓN,5,3
CAJAMARCA,EN INVESTIGACIÓN,6,17
CAJAMARCA,EN INVESTIGACIÓN,7,153
CAJAMARCA,EN INVESTIGACIÓN,8,321
CAJAMARCA,EN INVESTIGACIÓN,9,283
CAJAMARCA,EN INVESTIGACIÓN,10,74
CAJAMARCA,EN INVESTIGACIÓN,11,79
CAJAMARCA,EN INVESTIGACIÓN,12,20
CAJAMARCA,HUALGAYOC,1,20
CAJAMARCA,HUALGAYOC,4,27
CAJAMARCA,HUALGAYOC,5,30
CAJAMARCA,HUALGAYOC,6,39
CAJAMARCA,HUALGAYOC,7,108
CAJAMARCA,HUALGAYOC,8,459
CAJAMARCA,HUALGAYOC,9,203
CAJAMARCA,HUALGAYOC,10,130
CAJAMARCA,HUALGAYOC,11,93
CAJAMARCA,HUALGAYOC,12,97
CAJAMARCA,JAEN,1,300
CAJAMARCA,JAEN,4,39
CAJAMARCA,JAEN,5,175
CAJAMARCA,JAEN,6,701
CAJAMARCA,JAEN,7,2565
CAJAMARCA,JAEN,8,2578
CAJAMARCA,JAEN,9,864
CAJAMARCA,JAEN,10,482
CAJAMARCA,JAEN,11,292
CAJAMARCA,JAEN,12,276
CAJAMARCA,SAN IGNACIO,1,22
CAJAMARCA,SAN IGNACIO,5,10
CAJAMARCA,SAN IGNACIO,6,51
CAJAMARCA,SAN IGNACIO,7,476
CAJAMARCA,SAN IGNACIO,8,877
CAJAMARCA,SAN IGNACIO,9,561
CAJAMARCA,SAN IGNACIO,10,177
CAJAMARCA,SAN IGNACIO,11,108
CAJAMARCA,SAN IGNACIO,12,83
CAJAMARCA,SAN MARCOS,1,6
CAJAMARCA,SAN MARCOS,5,4
CAJAMARCA,SAN MARCOS,6,7
CAJAMARCA,SAN MARCOS,7,30
CAJAMARCA,SAN MARCOS,8,107
CAJAMARCA,SAN MARCOS,9,21
CAJAMARCA,SAN MARCOS,10,25
CAJAMARCA,SAN MARCOS,11,24
CAJAMARCA,SAN MARCOS,12,46
CAJAMARCA,SAN MIGUEL,1,6
CAJAMARCA,SAN MIGUEL,4,3
CAJAMARCA,SAN MIGUEL,5,17
CAJAMARCA,SAN MIGUEL,6,39
CAJAMARCA,SAN MIGUEL,7,50
CAJAMARCA,SAN MIGUEL,8,141
CAJAMARCA,SAN MIGUEL,9,45
CAJAMARCA,SAN MIGUEL,10,14
CAJAMARCA,SAN MIGUEL,11,17
CAJAMARCA,SAN MIGUEL,12,15
CAJAMARCA,SAN PABLO,1,6
CAJAMARCA,SAN PABLO,4,3
CAJAMARCA,SAN PABLO,5,5
CAJAMARCA,SAN PABLO,6,5
CAJAMARCA,SAN PABLO,7,33
CAJAMARCA,SAN PABLO,8,49
CAJAMARCA,SAN PABLO,9,23
CAJAMARCA,SAN PABLO,10,12
CAJAMARCA,SAN PABLO,11,16
CAJAMARCA,SAN PABLO,12,18
CAJAMARCA,SANTA CRUZ,1,3
CAJAMARCA,SANTA CRUZ,4,42
CAJAMARCA,SANTA CRUZ,5,49
CAJAMARCA,SANTA CRUZ,6,23
